Gender,Birth and Death Dates,Name means,Popularity index,Area of expertise,Celebration or Feast Day,Role,Good/Evil Rating,Pantheon,Related Gods,Type,Alternative names,Associated with,url,Area or people,Pronunciation,Name,In charge of 
Male,,,2079,Plants,Unknown at present,unspecified,"OKAY, not bad",Vodou pantheon,set(),God,['Loko'],,https://www.godchecker.com/vodou-mythology/LOCO/,Haiti,Coming soon,Loco,Plants and Vegetation
Female,,,3813,"Lateness, Delay",Unknown at present,unspecified,"NEUTRAL, may not care",Greek pantheon,"{'Hermes', 'Zeus', 'Hera'}",Goddess,['Khelone'],,https://www.godchecker.com/greek-mythology/CHELONE/,,Coming soon,Chelone,Delay and Tardiness
Male,,,1765,Crossroads,Unknown at present,unspecified,"NEUTRAL, may not care",Etruscan pantheon,{'Janus'},God,['Culśanś'],,https://www.godchecker.com/etruscan-mythology/CULSANS/,,Coming soon,Culsans,Crossroads
Male,,,4261,War,Unknown at present,unspecified,"NEUTRAL, may not care",Chinese pantheon,"{'Liu Bei', 'Guan Yu'}",God,['Chang-Fei'],,https://www.godchecker.com/chinese-mythology/ZHANG-FEI/,,Jharng Fay,Zhang Fei,War
Female,,,3677,Destruction,Unknown at present,unspecified,"BAD, best avoided",Hindu pantheon,{'Nirrta'},Goddess,"['Nirhti', 'Nirrhiti']",,https://www.godchecker.com/hindu-mythology/NIRRTI/,,Coming soon,Nirrti,Destruction
Female,,,1378,Funerals,Unknown at present,unspecified,Unknown at present,Roman pantheon,set(),Goddess,['unspecified'],,https://www.godchecker.com/roman-mythology/LIBITINA/,,Coming soon,Libitina,Funerals
Male,,,7102,Water,Unknown at present,unspecified,Unknown at present,Mesopotamian pantheon,"{'Ea', 'Tiamat', 'Anu'}",God,"['Absu', 'Abzu']",,https://www.godchecker.com/mesopotamian-mythology/APSU/,"Sumer, Akkadia, Babylon",Coming soon,Apsu,Water
Male,???-30,,890,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,{'Jesus'},Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-JOHN-THE-BAPTIST/,,Coming soon,John the Baptist,
Male,,,1292,,Unknown at present,Unknown at present,Unknown at present,Irish pantheon,set(),God,['Conlaoch'],,https://www.godchecker.com/irish-mythology/CONNLA/,,Coming soon,Connla,
Male,234-309,,606,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/POPE-SAINT-MARCELLUS-I/,,Coming soon,Marcellus I,
Male,???-???,,667,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,"['Hildutus', 'Illtud', 'Illtud Farchog']",,https://www.godchecker.com/christian-mythology/SAINT-ILLTYD/,,Coming soon,Illtyd,
Female,,,1459,Protection,Unknown at present,unspecified,"GOOD, quite approachable",Hindu pantheon,set(),Goddess,['Shashti'],,https://www.godchecker.com/hindu-mythology/SHASHTHI/,,Coming soon,Shashthi,Protection
Male,,,2539,Creation,Unknown at present,unspecified,"OKAY, not bad",African pantheon,set(),God,['unspecified'],,https://www.godchecker.com/african-mythology/TILO/,Tongan tribes of Malawi and Zambia,Coming soon,Tilo,Creating
Male,,,2612,,Unknown at present,Unknown at present,Unknown at present,Norse pantheon,"{'Thor', 'Thialfi', 'Hrungnir', 'Mjollnir'}",fabulous creature,"['Mokerkialfi', 'Mokkerkalfe', 'Mokkurkaflir', 'Mokkurkalfi']",,https://www.godchecker.com/norse-mythology/MOKKURKALFI/,,Coming soon,Mökkurkálfi,
Male,1859-1902,,3057,,October 17th,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/BLESSED-CONTARDO-FERRINI/,,Coming soon,Contardo Ferrini,
Female,,,1044,,Unknown at present,Unknown at present,"OKAY, not bad",Hindu pantheon,"{'Soma', 'Rama', 'Vishnu'}",legendary mortal,['unspecified'],,https://www.godchecker.com/hindu-mythology/KAUSALYA/,,Coming soon,Kausalyâ,
Male,,,3661,,Unknown at present,Unknown at present,Unknown at present,Maya pantheon,set(),Demon,['Moan'],,https://www.godchecker.com/maya-mythology/MUAN/,,Coming soon,Muan,
Female,,,2518,Childbirth,Unknown at present,unspecified,Unknown at present,Greek pantheon,"{'Zeus', 'Eurystheus', 'Heracles', 'Hera'}",Goddess,['Eileithyia'],,https://www.godchecker.com/greek-mythology/ILITHYIA/,,Coming soon,Ilithyia,Birth
Male,,,1941,Creation,Unknown at present,unspecified,Unknown at present,South American pantheon,{'Sigu'},God,"['Macunaima', 'Makonaima']",,https://www.godchecker.com/south-american-mythology/MAKUNAIMA/,Akawaio (Acawai) people of Orinoco river.,Coming soon,Makunaima,Creating
Female,,,5077,Happiness,Unknown at present,unspecified,"NEUTRAL, may not care",Greek pantheon,{'Graces'},Goddess,['unspecified'],,https://www.godchecker.com/greek-mythology/EUPHROSYNE-2/,,Coming soon,Euphrosyne,Happiness
Female,,,4775,,Unknown at present,Unknown at present,Unknown at present,Greek pantheon,{'Apollo'},legendary mortal,['Alexandra'],,https://www.godchecker.com/greek-mythology/CASSANDRA/,,Coming soon,Cassandra,
Male and female,,,1327,"Disease, Sickness, Illness",Unknown at present,unspecified,"NEUTRAL, may not care",Melanesian pantheon,{'Matagaigai'},Spirits,['unspecified'],,https://www.godchecker.com/melanesian-mythology/MATABIRI/,Papua New Guinea,Coming soon,Matabiri,Disease & Sickness
Male,,,10205,"Sky, Skies",Unknown at present,unspecified,"GOOD, quite approachable",Australian Aboriginal pantheon,"{'Birrahgnooloo', 'Daramulum'}",God,['Biame'],,https://www.godchecker.com/australian-aboriginal-mythology/BAIAME/,Kamilaroi tribe of New South Wales,Coming soon,Baiame,the Sky
Male,,,2030,,Unknown at present,Unknown at present,Unknown at present,Inca pantheon,"{'Piguerao', 'Guachemines', 'Apocatequil'}",legendary mortal,['unspecified'],,https://www.godchecker.com/inca-mythology/GUAMANSURI/,,Coming soon,Guamansuri,
Male,,Dense clouds,2044,Clouds,Unknown at present,☁️,"NEUTRAL, may not care",Maori pantheon,"{'Tawhirimatea', 'Ao'}",God,"['Ao-Nue', 'Aonui']",,https://www.godchecker.com/maori-mythology/AO-NUI/,Maori people of Polynesia,Coming soon,Ao-Nui,Clouds
Male,,,2624,,Unknown at present,Unknown at present,Unknown at present,Greek pantheon,"{'Heracles', 'Gaia', 'Poseidon', 'Hesperides'}",Demon,['Antaios'],,https://www.godchecker.com/greek-mythology/ANTAEUS/,,Coming soon,Antaeus,
Female,,,2965,Underworld,Unknown at present,unspecified,Unknown at present,Maya pantheon,"{'Hero Twins', 'Hun Hunahpu'}",Goddess,['Ixquic'],,https://www.godchecker.com/maya-mythology/XQUIC/,,Coming soon,Xquic,the Underworld
Female,,,3076,"Tragedy, Drama",Unknown at present,unspecified,"NEUTRAL, may not care",Greek pantheon,{'Muses'},Goddess,['unspecified'],,https://www.godchecker.com/greek-mythology/MELPOMENE/,,Coming soon,Melpomene,Dramatic tragedy
Female,,,1545,Mother,Unknown at present,unspecified,"NEUTRAL, may not care",Hindu pantheon,{'Prithvi'},Goddess,['unspecified'],,https://www.godchecker.com/hindu-mythology/DHARTI-MATA/,,Coming soon,Dharti Mata,Motherhood
Male,,,1493,"Sea, Seas, Ocean, Oceans",Unknown at present,unspecified,"NEUTRAL, may not care",Baltic pantheon,{'Neptune'},God,['Autrympas'],,https://www.godchecker.com/baltic-mythology/AUTRIMPAS/,Prussia,Coming soon,Autrimpas,the Ocean
Male,,,4700,Creation,Unknown at present,unspecified,Unknown at present,Japanese pantheon,"{'Izanami', 'Amaterasu', 'Tsukiyomi', 'Susano-wo'}",God,['unspecified'],,https://www.godchecker.com/japanese-mythology/IZANAGI/,,Coming soon,Izanagi,Creating
Male,,,3756,Hero,Unknown at present,unspecified,"NEUTRAL, may not care",Roman pantheon,"{'Heracles', 'Jupiter'}",God,['unspecified'],,https://www.godchecker.com/roman-mythology/HERCULES/,,Coming soon,Hercules,Heroics
Male,,,2176,"Corn, Maize",Unknown at present,🌽,"NEUTRAL, may not care",Zapotec pantheon,set(),God,['Dubdo'],,https://www.godchecker.com/zapotec-mythology/NDUBDO/,Zapotec,Coming soon,Ndubdo,Corn/Maize
Male,,,3169,Fishing,Unknown at present,unspecified,"NEUTRAL, may not care",Japanese pantheon,"{'Kami', 'Shichi Fukujin', 'Hiruko'}",God,['Yebisu'],,https://www.godchecker.com/japanese-mythology/EBISU/,,Coming soon,Ebisu,Fishing
Male,,,4986,War,Unknown at present,unspecified,Unknown at present,Maya pantheon,"{'Alphabet Gods', 'Ah Puch'}",God,"[""Buluc Ch'abtan""]",,https://www.godchecker.com/maya-mythology/BULUC-CHABTAN/,,Coming soon,Buluc Chabtan,War
Male,,,5045,War,Unknown at present,unspecified,Unknown at present,Navajo pantheon,"{'Warrior Twins', 'Anaye'}",God,"['Naayéé Neizghání', 'Nagenatzani', 'Nayanezgani', 'Naye Nezyani']",,https://www.godchecker.com/navajo-mythology/NAYENEZGANI/,Navajo (aka Diné) people,Coming soon,Nayenezgani,War
Male,378-448,,844,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-GERMANUS-OF-AUXERRE/,,Coming soon,Germanus of Auxerre,
Male,,,2338,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Maya pantheon,{'Bacabs'},God,"['Cauac', 'Hosanek']",,https://www.godchecker.com/maya-mythology/HOZANEK/,,Coming soon,Hozanek,
Male,,,1340,,Unknown at present,Unknown at present,Unknown at present,Irish pantheon,set(),legendary place,['Brughna Bóinne'],,https://www.godchecker.com/irish-mythology/BRUGH-NA-BOINNE/,,Coming soon,Brugh na Bóinne,
Male,,,2574,Bears,Unknown at present,unspecified,Unknown at present,Native American pantheon,{'Dzelarhons'},God,['unspecified'],,https://www.godchecker.com/native-american-mythology/KAITI/,Haida,Coming soon,Kaiti,Bears
Male,,,1733,Clouds,Unknown at present,☁️,Unknown at present,Maori pantheon,"{'Tawhirimatea', 'Ao'}",God,['Aotakawe'],,https://www.godchecker.com/maori-mythology/AO-TAKAWE/,Maori people of Polynesia,Coming soon,Ao-Takawe,Clouds
Male,,,1676,"Star, Stars",Unknown at present,unspecified,"NEUTRAL, may not care",Mesopotamian pantheon,set(),Spirits,['unspecified'],,https://www.godchecker.com/mesopotamian-mythology/IGIGI/,Babylon,Coming soon,Igigi,Stars
Male,,,6218,"Direction, Directions",Unknown at present,unspecified,Unknown at present,Maya pantheon,"{'Hobnil', 'Ah Muzencab', 'Atlas', 'Zac Cimi', 'Can Tzicnal', 'Itzamna', 'Hozanek', 'Ixchel'}",Gods,"['Bacab', 'Becabs', 'Chaob']",,https://www.godchecker.com/maya-mythology/BACABS/,,Coming soon,Bacabs,Direction
Male,,,3174,"River, Rivers, Stream, Streams",Unknown at present,unspecified,Unknown at present,Greek pantheon,"{'Plutus', 'Tethys', 'Heracles', 'Oceanus'}",God,['unspecified'],,https://www.godchecker.com/greek-mythology/ACHELOUS/,,Coming soon,Achelous,Rivers
Male,,,1529,Wisdom,Unknown at present,unspecified,"NEUTRAL, may not care",Hindu pantheon,"{'Prajâpatis', 'Daksha', 'Saptarishis'}",God,['unspecified'],"Dubhe (Alpha Ursae Majoris, ζ UMa)",https://www.godchecker.com/hindu-mythology/KRATU/,,Coming soon,Kratu,Wisdom
Male,,,6330,Creation,Unknown at present,unspecified,"GOOD, quite approachable",African pantheon,"{'Kalumba', 'Chuku'}",God,['unspecified'],,https://www.godchecker.com/african-mythology/WUNI/,Dagomba of Ghana,Coming soon,Wuni,Creating
Male,,,2803,"Supreme, Everything",Unknown at present,unspecified,Unknown at present,Egyptian pantheon,"{'Ra', 'Aten'}",God,"['Aten-Re', 'Aton-Ra', 'Aton-Re']",,https://www.godchecker.com/egyptian-mythology/ATEN-RA/,,Coming soon,Aten-Ra,Everything
Male,,,2137,Water,Unknown at present,unspecified,Unknown at present,Native American pantheon,{'Qamaits'},Spirit,['unspecified'],,https://www.godchecker.com/native-american-mythology/SISIUTL/,"Nuxalk, Bella Coola",Coming soon,Sisiutl,Water
Male,,,2848,Destruction,Unknown at present,unspecified,"NEUTRAL, may not care",Hindu pantheon,"{'Shiva', 'Vishnu'}",God,"['Hara', 'Hari']",,https://www.godchecker.com/hindu-mythology/HARIHARA/,,Coming soon,Harihara,Destruction
Female,,,5092,Nature,Unknown at present,unspecified,"NEUTRAL, may not care",Greek pantheon,"{'Limoniades', 'Oreads', 'Oceanids', 'Epimeliads', 'Pleiades', 'Maenads', 'Aegle', 'Hamadryads', 'Dryads', 'Erytheia', 'Neaera', 'Hydriads', 'Meliae', 'Pleione', 'Hespera', 'Nereids', 'Naiads', 'Hyades', 'Aurai', 'Gaia', 'Nephelai', 'Hesperides', 'Daphnaie'}",Spirits,['Nymphai'],,https://www.godchecker.com/greek-mythology/NYMPHS/,,Coming soon,Nymphs,Nature
Female,,,2257,"Psychopomp, Ferryman, Death",Unknown at present,unspecified,Unknown at present,Norse pantheon,{'Valkyries'},Spirit,['Hlaðguðr'],,https://www.godchecker.com/norse-mythology/HLADGUNNR/,,Coming soon,Hladgunnr,Escorting Souls
Female,,,1651,"Star, Stars",Unknown at present,unspecified,"NEUTRAL, may not care",Greek pantheon,"{'Pleione', 'Pleiades', 'Zeus', 'Atlas'}",Spirit,['unspecified'],,https://www.godchecker.com/greek-mythology/TAYGETE/,,Coming soon,Taygete,Stars
Male,,,2043,Water,Unknown at present,unspecified,Unknown at present,Roman pantheon,{'Janus'},God,['Fons'],,https://www.godchecker.com/roman-mythology/FONTUS/,,Coming soon,Fontus,Water
Male,,,1764,"River, Rivers, Stream, Streams",Unknown at present,unspecified,"NEUTRAL, may not care",Roman pantheon,set(),God,['unspecified'],,https://www.godchecker.com/roman-mythology/VOLTURNUS/,,Coming soon,Volturnus,Rivers
Male,,,3829,Creation,Unknown at present,unspecified,"OKAY, not bad",African pantheon,set(),God,['unspecified'],,https://www.godchecker.com/african-mythology/RUWA/,Chaga from Kilimanjaro,Coming soon,Ruwa,Creating
Female,,,1736,Good Health,Unknown at present,unspecified,Unknown at present,Maori pantheon,set(),legendary place,['Waiora'],,https://www.godchecker.com/maori-mythology/WAI-ORA-A-TANE/,Polynesia,Coming soon,Wai-ora-a-tane,Good Health
Female,,,2920,"Desire, Lust",Unknown at present,unspecified,"GOOD, quite approachable",Australian Aboriginal pantheon,set(),Goddess,['Kalseru'],,https://www.godchecker.com/australian-aboriginal-mythology/JULUNGGUL/,Arnhem Land,Coming soon,Julunggul,Desire
Male,,,6086,"Supreme, Everything",Unknown at present,unspecified,Unknown at present,Egyptian pantheon,"{'Aten', 'Amaunet', 'Amun-Ra', 'Yahweh', 'Ra', 'Ogdoad'}",God,"['Amen', 'Ammon', 'Amon']",,https://www.godchecker.com/egyptian-mythology/AMUN/,,Coming soon,Amun,Everything
Male,,,2709,Hero,Unknown at present,unspecified,"NEUTRAL, may not care",Inca pantheon,{'Apocatequil'},God,['White Bird'],,https://www.godchecker.com/inca-mythology/PIGUERAO/,,Coming soon,Piguerao,Heroics
Female,,,2086,Fish,Unknown at present,🐟,Unknown at present,Maori pantheon,"{'Maui', 'Irawaru'}",Goddess,['Hina-Ika'],,https://www.godchecker.com/maori-mythology/HINE-IKA/,Maori people of Polynesia,Coming soon,Hine-Ika,Fish
Male,1086-1142,,620,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['William Of Montevergine'],,https://www.godchecker.com/christian-mythology/SAINT-WILLIAM-OF-VERCELLI/,,Coming soon,William of Vercelli,
Female,,,3066,Abundance,Unknown at present,unspecified,"GOOD, quite approachable",Hindu pantheon,"{'Nandini', 'Daksha', 'Amrita'}",Goddess,['Surabhi'],,https://www.godchecker.com/hindu-mythology/KAMADHENU/,,Coming soon,Kamadhenu,Abundance
Female,,,1960,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Hindu pantheon,"{'Chandra', 'Budha', 'Brihaspati'}",Goddess,['Târâ'],,https://www.godchecker.com/hindu-mythology/TARA/,,Coming soon,Tara,
Male,,,1588,Ruling,Unknown at present,unspecified,Unknown at present,Melanesian pantheon,set(),God,['unspecified'],,https://www.godchecker.com/melanesian-mythology/AGUNUA/,Solomon Isles,Coming soon,Agunua,Ruling
Female,,,2544,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Norse pantheon,{'Ask'},legendary mortal,['unspecified'],,https://www.godchecker.com/norse-mythology/EMBLA/,,Coming soon,Embla,
Male,,,2555,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Zapotec pantheon,{'Ndubdo'},God,['unspecified'],,https://www.godchecker.com/zapotec-mythology/KEDO/,Zapotec,Coming soon,Kedo,
Female,???-287,,723,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,{'Rufina'},Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-JUSTA/,,Coming soon,Justa,
Male,,,2019,War,Unknown at present,unspecified,Unknown at present,Roman pantheon,"{'Romulus', 'Hersilia'}",God,['unspecified'],,https://www.godchecker.com/roman-mythology/QUIRINUS/,,Coming soon,Quirinus,War
Female,,,2843,Ruling,Unknown at present,unspecified,"OKAY, not bad",Irish pantheon,"{'Fomorians', 'Manannán mac Lir', 'Cúchulainn'}",Goddess,['unspecified'],,https://www.godchecker.com/irish-mythology/FAND/,,Coming soon,Fand,Ruling
Female,1842-1902,,1005,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,"['Mary Siedliska', 'Mother Mary Of Jesus The Good Shepherd']",,https://www.godchecker.com/christian-mythology/BLESSED-MARIA-FRANCISZKA-SIEDLISKA/,,Coming soon,Maria Franciszka Siedliska,
Male,,,1765,Underworld,Unknown at present,unspecified,Unknown at present,Etruscan pantheon,set(),God,['unspecified'],,https://www.godchecker.com/etruscan-mythology/CALU/,,Coming soon,Calu,the Underworld
Male,,,1043,Devotion,Unknown at present,unspecified,"GOOD, quite approachable",Hindu pantheon,"{'Vishnu', 'Avatar'}",God,['unspecified'],North Star,https://www.godchecker.com/hindu-mythology/DHRUVA/,,Coming soon,Dhruva,Devotion
Male,,,4694,Unknown,Unknown at present,unspecified,Unknown at present,Greek pantheon,"{'Ino', 'Aeolus', 'Hermes', 'Sisyphus', 'Hera', 'Salmoneus', 'Nephele', 'Semele', 'Zeus', 'Dionysus'}",God,['Athamus'],,https://www.godchecker.com/greek-mythology/ATHAMAS/,,Coming soon,Athamas,Unknown
Male,,,1328,Creation,Unknown at present,unspecified,"NEUTRAL, may not care",Hindu pantheon,"{'Brahma', 'Prajâpatis'}",God,['unspecified'],,https://www.godchecker.com/hindu-mythology/NARADA/,,Coming soon,Narada,Creating
"Sorry, we don't know",,,1533,,Unknown at present,Unknown at present,Unknown at present,Chinese pantheon,"{'Bi Disc', 'Gonggong'}",legendary place,"[""T'ien""]",,https://www.godchecker.com/chinese-mythology/TIAN/,,Tee-yen,Tian,
Male,,,3056,Justice,Unknown at present,unspecified,Unknown at present,Norse pantheon,"{'Balder', 'Nanna', 'Fosite'}",God,['unspecified'],,https://www.godchecker.com/norse-mythology/FORSETI/,,Coming soon,Forseti,Justice
Female,,,1317,Water,Unknown at present,unspecified,Unknown at present,Roman pantheon,"{'Nymphs (2)', 'Jupiter'}",Spirit,['unspecified'],,https://www.godchecker.com/roman-mythology/JUTURNA/,,Coming soon,Juturna,Water
Female,,,7923,War,Unknown at present,unspecified,Unknown at present,Mesopotamian pantheon,"{'Persephone', 'Enlil', 'Ishtar', 'Dumuzi', 'Anu', 'Tablet of Destinies', 'Geshtinanna', 'Nam-shub', 'Ereshkigal', 'Enki'}",Goddess,"['Inana', 'Innana', 'Innina']",,https://www.godchecker.com/mesopotamian-mythology/INANNA/,Sumer,Coming soon,Inanna,War
Male,,,1318,Protection,Unknown at present,unspecified,"NEUTRAL, may not care",Buddhist pantheon,{'Dalai Lama'},God,['unspecified'],,https://www.godchecker.com/buddhist-mythology/KALACHAKRA/,,Coming soon,Kalachakra,Protection
Female,,,3485,Horses,Unknown at present,unspecified,"OKAY, not bad",Gaulish pantheon,set(),Goddess,['unspecified'],,https://www.godchecker.com/gaulish-mythology/EPONA/,,Coming soon,Epona,Horses
Male,,,1072,Thunder,Unknown at present,unspecified,"NEUTRAL, may not care",Native American pantheon,set(),God,['unspecified'],,https://www.godchecker.com/native-american-mythology/EHLAUMEL/,Yuki (aka Yukiah) people of California,Coming soon,Ehlaumel,Thunder
Male,,,6947,"Supreme, Everything",Unknown at present,unspecified,Unknown at present,Inca pantheon,set(),God,"['Apaec', 'Ayapec', 'Crabman']",,https://www.godchecker.com/inca-mythology/AI-APAEC/,Moche/Mochica people,Coming soon,Ai Apaec,Everything
Male,,,6874,Love,Unknown at present,❤️,"GOOD, quite approachable",Irish pantheon,"{'Étaín', 'Bóann', 'Midir', 'Cupid', 'Dagda'}",God,"['Angus Óg', 'Aonghus', 'Mac Ind Óg', 'Mac Óg', 'Oenghus']",,https://www.godchecker.com/irish-mythology/AENGUS/,,Coming soon,Aengus,Love
Female,,,2019,"Jupiter, planet Jupiter",Unknown at present,unspecified,"NEUTRAL, may not care",Lithuanian pantheon,{'Saule'},Goddess,['unspecified'],,https://www.godchecker.com/lithuanian-mythology/INDRAJA/,Lithuania,Coming soon,Indraja,the planet Jupiter
Male,,,2672,"Judgment, Judgement",Unknown at present,unspecified,Unknown at present,Zoroastrian pantheon,"{'Sraosha', 'Mithra'}",God,"['Rashnau', 'Rashnaw']",,https://www.godchecker.com/zoroastrian-mythology/RASHNU/,Persia,Coming soon,Rashnu,Judging
Female,,,1483,Mercy,Unknown at present,unspecified,"NEUTRAL, may not care",Roman pantheon,set(),Goddess,['unspecified'],,https://www.godchecker.com/roman-mythology/CLEMENTIA/,,Coming soon,Clementia,Mercy
Male,,,2656,,Unknown at present,Unknown at present,Unknown at present,Chinese pantheon,{'Wen Chang'},legendary mortal,"['Lei-Chen-Tzu', 'Lei-Jen-Zu', 'Lei-Zhen-Zi', 'Lei-Zhenzi']",,https://www.godchecker.com/chinese-mythology/LEIZHENZI/,,Lay Jhun Dzur,Leizhenzi,
Male,,,2688,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Maya pantheon,{'Bacabs'},God,"['Ix', 'Saccimi']",,https://www.godchecker.com/maya-mythology/ZAC-CIMI/,,Coming soon,Zac Cimi,
Female,,,2601,Jade,Unknown at present,unspecified,"NEUTRAL, may not care",Maya pantheon,set(),Goddess,['unspecified'],,https://www.godchecker.com/maya-mythology/IX-TUB-TUN/,,Coming soon,Ix Tub Tun,Jade
Male,,,1438,Creation,Unknown at present,unspecified,Unknown at present,South American pantheon,"{'Aluberi', 'Kulimina'}",God,"['Kurubumany', 'Kururumanny']",,https://www.godchecker.com/south-american-mythology/KURURUMANY/,Arawak people of Guyana,Coming soon,Kururumany,Creating
Male,,,4702,Underworld,Unknown at present,unspecified,Unknown at present,Finnish pantheon,"{'Tuonetar', 'Tuonela'}",God,['unspecified'],,https://www.godchecker.com/finnish-mythology/TUONI/,,Coming soon,Tuoni,the Underworld
Male,,,5304,Underworld,Unknown at present,unspecified,"NEUTRAL, may not care",Buddhist pantheon,"{'Yanluo Wang', 'Kannon', 'Ju-o', 'Yama'}",God,['Emma-Ō'],,https://www.godchecker.com/buddhist-mythology/EMMA-O/,,Coming soon,Emma-o,the Underworld
Female,,,3064,"Volcano, Volcanoes",Unknown at present,🌋,"NEUTRAL, may not care",Greek pantheon,"{'Nymphs', 'Uranus', 'Gaia'}",Goddess,['unspecified'],,https://www.godchecker.com/greek-mythology/AETNA/,,Coming soon,Aetna,Volcanoes
"Sorry, we don't know",,,2020,Unknown,Unknown at present,unspecified,Unknown at present,Melanesian pantheon,{'Jari'},Deity,['unspecified'],,https://www.godchecker.com/melanesian-mythology/KAMARONG/,Wogeo people of Papua New Guinea,Coming soon,Kamarong,Unknown
Male,,,5627,Underworld,Unknown at present,unspecified,Unknown at present,Hawaiian pantheon,"{'Kane', 'Lono'}",God,['unspecified'],,https://www.godchecker.com/hawaiian-mythology/KANALOA/,Hawaii,Coming soon,Kanaloa,the Underworld
Male,,,3296,"Trickster, Mischief, Mayhem",Unknown at present,unspecified,Unknown at present,Native American pantheon,{'Txamsem'},God,['unspecified'],,https://www.godchecker.com/native-american-mythology/LOGOBOLA/,Tsimshian people of the Northwest,Coming soon,Logobola,Mayhem
Female,???-1340,,663,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-JULIANA-FALCONIERE/,,Coming soon,Juliana Falconiere,
"Sorry, we don't know",,,2427,,Unknown at present,Unknown at present,Unknown at present,Chinese pantheon,{'Jade Emperor'},concept,"[""T'ien-Ming"", 'Tian-Ming', 'Tianming']",,https://www.godchecker.com/chinese-mythology/MANDATE-OF-HEAVEN/,,Tee-yen Meeng,Mandate of Heaven,
Male,,,4262,Creation,Unknown at present,unspecified,Unknown at present,Maya pantheon,{'Itzamna'},God,['unspecified'],,https://www.godchecker.com/maya-mythology/HUNAB-KU/,,Coming soon,Hunab Ku,Creating
Male,,,2818,Underworld,Unknown at present,unspecified,"NEUTRAL, may not care",Chinese pantheon,{'Diyu'},God,"['King Songdi', 'Songdi Wang', 'Sung-Ti-Wang', 'Yu Songdi']",,https://www.godchecker.com/chinese-mythology/SONGDI-WANG/,,Sorng Dee Warng,Songdi Wang,the Underworld
Male,,,1458,Creation,Unknown at present,unspecified,"NEUTRAL, may not care",Hindu pantheon,"{'Brahma', 'Prajâpatis'}",God,"['Marishi', 'Rishi-Marichi']",,https://www.godchecker.com/hindu-mythology/MARICHI/,,Coming soon,Marichi,Creating
Male,,,2364,"River, Rivers, Stream, Streams",Unknown at present,unspecified,"NEUTRAL, may not care",Greek pantheon,"{'Oceanids', 'Tethys', 'Oceanus'}",Gods,['unspecified'],,https://www.godchecker.com/greek-mythology/POTAMOI/,,Coming soon,Potamoi,Rivers
Female,,,2438,,Unknown at present,Unknown at present,Unknown at present,Irish pantheon,set(),Goddess,"['Aebh', 'Aoibh']",,https://www.godchecker.com/irish-mythology/AOBH/,,Coming soon,Aobh,
Female,???-???,,846,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,"{'Mary Magdalene', 'Jesus'}",Saint,['Martha Of Bethany'],,https://www.godchecker.com/christian-mythology/SAINT-MARTHA/,,Coming soon,Martha,
Male,,,2739,,Unknown at present,Unknown at present,Unknown at present,Norse pantheon,{'Lif'},legendary mortal,['Lífthrasir'],,https://www.godchecker.com/norse-mythology/LIFTHRASIR/,,Coming soon,Lifthrasir,
Male,,,5504,Messenger,Unknown at present,unspecified,Unknown at present,Norse pantheon,"{'Balder', 'Valhalla', 'Odin'}",God,"['Hermóðr', 'Hermoth']",,https://www.godchecker.com/norse-mythology/HERMOD/,,Coming soon,Hermod,Messages
Male,,,3149,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Greek pantheon,"{'Titans', 'Menoetius', 'Uranus', 'Epimetheus', 'Clymene', 'Atlas', 'Prometheus', 'Gaia'}",God,['Iapetos'],,https://www.godchecker.com/greek-mythology/IAPETUS/,,Coming soon,Iapetus,
Male,,,6617,Creation,Unknown at present,unspecified,Unknown at present,Mesopotamian pantheon,{'Ninhursaga'},God,['Enkil'],,https://www.godchecker.com/mesopotamian-mythology/ENKI/,Sumer,Coming soon,Enki,Creating
Male,1839-1867,,941,,September 30th,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-ANDREW-KIM-TAEGON/,,Coming soon,Andrew Kim Taegon,
